-33000001,수신자 휴대폰 번호가 입력되지 않았습니다.
-33000002,수신자 성명이 입력되지 않았습니다.
-33000003,생년월일이 입력되지 않았습니다.
-33000004,처리마감시간(초)은 0이상의 정수로 입력하시기 바랍니다.
-33000005,고객센터 전화번호가 입력되지 않았습니다.
-33000006,납부자 식별번호가 입력되지 않았습니다.
-33000007,은행코드가 입력되지 않았습니다.
-33000008,은행 계좌번호가 입력되지 않았습니다.
-33000009,최대 처리마감시간(초)를 초과하였습니다. 99999999 이하로 입력하시기 바랍니다.
-33000010,출금동의 API 요청에 실패하였습니다.
-33000011,출금동의 API 요청에 실패하였습니다. [카카오 오류코드 - 카카오 오류메시지]
-33000012,접수아이디에 해당하는 요청이 존재하지 않습니다.
-33000013,카카오 트랜잭션 아이디가 올바르지 않습니다.
-33000014,출금동의 상태확인 API 요청에 실패하였습니다.
-33000015,출금동의 상태확인 API 요청에 실패하였습니다. [카카오 오류코드 - 카카오 오류메시지]
-33000016,출금동의 서명검증 API 요청에 실패하였습니다.
-33000017,출금동의 서명검증 API 요청에 실패하였습니다.?[카카오 오류코드 - 카카오 오류메시지]
-33000018,인증요청 메시지 제목이 입력되지 않았습니다.
-33000019,별칭을 사용할 수 없는 상태입니다.
,
-33010001,잘못된 KakaoAccessToken 이거나 API 접근 권한이 없습니다.
-33010002,카카오톡 사용자가 아니거나 해지된 사용자입니다.
-33010003,휴대폰번호가 누락되었거나 형식이 올바르지 않습니다.
-33010004,고객성명이 누락되었거나 형식이 올바르지 않습니다.
-33010005,생년월일이 누락되었거나 형식이 올바르지 않습니다.
-33010006,고객센터번호가 누락되었거나 형식이 올바르지 않습니다.
-33010007,납부자 식별번호가 누락되었거나 형식이 올바르지 않습니다.
-33010008,은행코드가 누락되었거나 형식이 올바르지 않습니다.
-33010009,계좌번호가 누락되었거나 형식이 올바르지 않습니다.
-33010010,예금주성명이 누락되었거나 형식이 올바르지 않습니다.
-33010011,생년월일이 카카오톡에 등록된 생년월일과 일치하지 않습니다.
-33010012,고객성명과 카카오톡에 등록된 성명이 일치하지 않습니다.
-33010013,카카오페이 시스템 서버 오류가 발생하였습니다.
-33010014,출금동의 API 요청에 실패하였습니다.
-33010015,조회 식별자가 존재하지 않습니다.
-33010016,서명 결과가 존재하지 않습니다.
-33010017,카카오 tx_id가 존재하지 않습니다.
-33010018,서명 검증 API는 1회만 호출할 수 있습니다.
-33010019,조회 식별자가 존재하지 않습니다.
-33010020,서명 결과가 존재하지 않습니다.
-33010021,서명이 완료되지 않았습니다.
-33010022,전자서명 데이터 전문이 올바르지 않습니다.
-33010023,자동이체 출금동의 요청정보를 파싱할 수 없습니다.
-33010024,수신자 휴대폰 번호가 최대길이(11자)를 초과하였습니다.
-33010025,수신자 성명이 최대길이(20자)를 초과하였습니다.
-33010026,생년월일이 최대길이(8자)를 초과하였습니다.
-33010027,처리마감시간(초) 최대값(99999999)을 초과하였습니다.
-33010028,고객센터 전화번호가 최대길이(20자)를 초과하였습니다.
-33010029,납부자 식별번호가 최대길이(40자)를 초과하였습니다.
-33010030,은행코드가 최대길이(10자)를 초과하였습니다.
-33010031,은행계좌번호가 최대길이(31자)를 초과하였습니다.
-33010032,인증요청 메시지 부가내용이 최대길이(50자)를 초과하였습니다.
-33010033,Payload 값이 최대길이(200)를 초과하였습니다.
-33010034,인증요청 메시지 제목이 최대길이(40자)를 초과하였습니다.
-33010035,은행계좌 예금주명이 최대길이(20)자를 초과하였습니다.
